Children,Income,Amount
3,42600,891.0
3,42700,893.0
3,42800,895.0
3,42900,896.0
3,43000,898.0
3,43100,900.0
3,43200,902.0
3,43300,904.0
3,43400,905.0
3,43500,907.0
3,43600,909.0
3,43700,911.0
3,43800,913.0
3,43900,915.0
3,44000,917.0
3,44100,919.0
3,44200,921.0
3,44300,923.0
3,44400,925.0
3,44500,927.0
3,44600,929.0
3,44700,931.0
3,44800,933.0
3,44900,935.0
3,45000,937.0
3,45100,939.0
3,45200,941.0
3,45300,943.0
3,45400,945.0
3,45500,947.0
3,45600,949.0
3,45700,950.0
3,45800,952.0
3,45900,954.0
3,46000,956.0
3,46100,958.0
3,46200,960.0
3,46300,962.0
3,46400,963.0
3,46500,965.0
3,46600,967.0
3,46700,969.0
3,46800,971.0
3,46900,973.0
3,47000,974.0
3,47100,976.0
3,47200,978.0
3,47300,979.0
3,47400,981.0
3,47500,983.0
3,47600,985.0
3,47700,987.0
3,47800,988.0
3,47900,990.0
3,48000,992.0
3,48100,994.0
3,48200,996.0
3,48300,998.0
3,48400,999.0
3,48500,1001.0
3,48600,1003.0
3,48700,1005.0
3,48800,1007.0
3,48900,1009.0
3,49000,1011.0
3,49100,1013.0
3,49200,1015.0
3,49300,1016.0
3,49400,1018.0
3,49500,1020.0
3,49600,1022.0
3,49700,1024.0
3,49800,1025.0
3,49900,1027.0
3,50000,1029.0
3,50100,1031.0
3,50200,1033.0
3,50300,1035.0
3,50400,1036.0
3,50500,1038.0
3,50600,1040.0
3,50700,1042.0
3,50800,1044.0
3,50900,1046.0
3,51000,1048.0
3,51100,1050.0
3,51200,1052.0
3,51300,1054.0
3,51400,1056.0
3,51500,1058.0
3,51600,1060.0
3,51700,1061.0
3,51800,1063.0
3,51900,1065.0
3,52000,1067.0
3,52100,1069.0
3,52200,1071.0
3,52300,1073.0
3,52400,1075.0
3,52500,1077.0
3,52600,1079.0
3,52700,1081.0
3,52800,1082.0
3,52900,1084.0
3,53000,1086.0
3,53100,1088.0
3,53200,1090.0
3,53300,1092.0
3,53400,1093.0
3,53500,1095.0
3,53600,1097.0
3,53700,1099.0
3,53800,1101.0
3,53900,1103.0
3,54000,1104.0
3,54100,1106.0
3,54200,1108.0
3,54300,1110.0
3,54400,1111.0
3,54500,1113.0
3,54600,1115.0
3,54700,1117.0
3,54800,1119.0
3,54900,1121.0
3,55000,1123.0
3,55100,1125.0
3,55200,1127.0
3,55300,1129.0
3,55400,1131.0
3,55500,1133.0
3,55600,1135.0
3,55700,1137.0
3,55800,1139.0
3,55900,1141.0
3,56000,1143.0
3,56100,1145.0
3,56200,1147.0
3,56300,1149.0
3,56400,1151.0
3,56500,1153.0
3,56600,1155.0
3,56700,1157.0
3,56800,1159.0
3,56900,1161.0
3,57000,1163.0
3,57100,1165.0
3,57200,1167.0
3,57300,1169.0
3,57400,1171.0
3,57500,1173.0
3,57600,1175.0
3,57700,1177.0
3,57800,1179.0
3,57900,1181.0
3,58000,1183.0
3,58100,1185.0
3,58200,1187.0
3,58300,1189.0
3,58400,1191.0
3,58500,1193.0
3,58600,1195.0
3,58700,1197.0
3,58800,1199.0
3,58900,1201.0
3,59000,1203.0
3,59100,1205.0
3,59200,1207.0
3,59300,1209.0
3,59400,1211.0
3,59500,1213.0
3,59600,1215.0
3,59700,1217.0
3,59800,1219.0
3,59900,1221.0
3,60000,1223.0
3,60100,1225.0
3,60200,1227.0
3,60300,1229.0
3,60400,1231.0
3,60500,1233.0
3,60600,1235.0
3,60700,1237.0
3,60800,1239.0
3,60900,1241.0
3,61000,1243.0
3,61100,1245.0
3,61200,1247.0
3,61300,1249.0
3,61400,1251.0
3,61500,1253.0
3,61600,1255.0
3,61700,1257.0
3,61800,1259.0
3,61900,1261.0
3,62000,1263.0
3,62100,1265.0
3,62200,1267.0
3,62300,1269.0
3,62400,1271.0
3,62500,1273.0
3,62600,1275.0
3,62700,1277.0
3,62800,1279.0
3,62900,1281.0
3,63000,1283.0
3,63100,1285.0
3,63200,1287.0
3,63300,1289.0
3,63400,1291.0
3,63500,1293.0
3,63600,1295.0
3,63700,1297.0
3,63800,1299.0
3,63900,1301.0
3,64000,1303.0
3,64100,1305.0
3,64200,1307.0
3,64300,1309.0
3,64400,1311.0
3,64500,1313.0
3,64600,1315.0
3,64700,1317.0
3,64800,1319.0
3,64900,1321.0
3,65000,1323.0
3,65100,1325.0
3,65200,1327.0
3,65300,1329.0
3,65400,1331.0
3,65500,1333.0
3,65600,1335.0
3,65700,1337.0
3,65800,1339.0
3,65900,1341.0
3,66000,1343.0
3,66100,1345.0
3,66200,1347.0
3,66300,1349.0
3,66400,1351.0
3,66500,1353.0
3,66600,1355.0
3,66700,1357.0
3,66800,1359.0
3,66900,1361.0
3,67000,1363.0
3,67100,1365.0
3,67200,1367.0
3,67300,1369.0
3,67400,1371.0
3,67500,1373.0
3,67600,1375.0
3,67700,1377.0
3,67800,1379.0
3,67900,1381.0
3,68000,1383.0
3,68100,1385.0
3,68200,1387.0
3,68300,1389.0
3,68400,1391.0
3,68500,1393.0
3,68600,1395.0
3,68700,1397.0
3,68800,1399.0
3,68900,1401.0
3,69000,1403.0
3,69100,1405.0
3,69200,1407.0
3,69300,1409.0
3,69400,1411.0
3,69500,1413.0
3,69600,1415.0
3,69700,1417.0
3,69800,1419.0
3,69900,1421.0
3,70000,1422.0
3,70100,1424.0
3,70200,1426.0
3,70300,1428.0
3,70400,1430.0
3,70500,1432.0
3,70600,1434.0
3,70700,1436.0
3,70800,1438.0
3,70900,1440.0
3,71000,1442.0
3,71100,1444.0
3,71200,1446.0
3,71300,1448.0
3,71400,1450.0
3,71500,1452.0
3,71600,1454.0
3,71700,1456.0
3,71800,1458.0
3,71900,1460.0
3,72000,1462.0
3,72100,1464.0
3,72200,1466.0
3,72300,1468.0
3,72400,1470.0
3,72500,1472.0
3,72600,1474.0
3,72700,1476.0
3,72800,1478.0
3,72900,1480.0
3,73000,1482.0
3,73100,1484.0
3,73200,1486.0
3,73300,1488.0
3,73400,1490.0
3,73500,1492.0
3,73600,1494.0
3,73700,1496.0
3,73800,1498.0
3,73900,1500.0
3,74000,1502.0
3,74100,1504.0
3,74200,1506.0
3,74300,1508.0
3,74400,1510.0
3,74500,1512.0
3,74600,1514.0
3,74700,1516.0
3,74800,1518.0
3,74900,1520.0
3,75000,1522.0
3,75100,1524.0
3,75200,1526.0
3,75300,1528.0
3,75400,1530.0
3,75500,1532.0
3,75600,1534.0
3,75700,1536.0
3,75800,1538.0
3,75900,1540.0
3,76000,1542.0
3,76100,1544.0
3,76200,1546.0
3,76300,1548.0
3,76400,1550.0
3,76500,1552.0
3,76600,1554.0
3,76700,1556.0
3,76800,1558.0
3,76900,1560.0
3,77000,1562.0
3,77100,1564.0
3,77200,1566.0
3,77300,1568.0
3,77400,1570.0
3,77500,1572.0
3,77600,1574.0
3,77700,1576.0
3,77800,1577.0
3,77900,1579.0
3,78000,1581.0
3,78100,1583.0
3,78200,1585.0
3,78300,1587.0
3,78400,1589.0
3,78500,1591.0
3,78600,1593.0
3,78700,1594.0
3,78800,1596.0
3,78900,1598.0
3,79000,1600.0
3,79100,1602.0
3,79200,1604.0
3,79300,1606.0
3,79400,1608.0
3,79500,1610.0
3,79600,1611.0
3,79700,1613.0
3,79800,1615.0
3,79900,1617.0
3,80000,1619.0
3,80100,1621.0
3,80200,1623.0
3,80300,1625.0
3,80400,1627.0
3,80500,1628.0
3,80600,1630.0
3,80700,1632.0
3,80800,1634.0
3,80900,1636.0
3,81000,1638.0
3,81100,1640.0
3,81200,1642.0
3,81300,1644.0
3,81400,1645.0
3,81500,1647.0
3,81600,1649.0
3,81700,1651.0
3,81800,1653.0
3,81900,1655.0
3,82000,1657.0
3,82100,1659.0
3,82200,1661.0
3,82300,1663.0
3,82400,1665.0
3,82500,1667.0
3,82600,1669.0
3,82700,1671.0
3,82800,1673.0
3,82900,1675.0
3,83000,1677.0
3,83100,1679.0
3,83200,1681.0
3,83300,1683.0
3,83400,1685.0
3,83500,1687.0
3,83600,1689.0
3,83700,1691.0
3,83800,1692.0
3,83900,1694.0
3,84000,1696.0
3,84100,1698.0
3,84200,1700.0
3,84300,1702.0
3,84400,1704.0
3,84500,1706.0
3,84600,1708.0
3,84700,1709.0
3,84800,1711.0
3,84900,1713.0
3,85000,1715.0
3,85100,1717.0
3,85200,1719.0
3,85300,1721.0
3,85400,1723.0
3,85500,1725.0
3,85600,1726.0
3,85700,1728.0
3,85800,1730.0
3,85900,1732.0
3,86000,1734.0
3,86100,1736.0
3,86200,1738.0
3,86300,1740.0
3,86400,1742.0
3,86500,1743.0
3,86600,1745.0
3,86700,1747.0
3,86800,1749.0
3,86900,1751.0
3,87000,1753.0
3,87100,1755.0
3,87200,1757.0
3,87300,1759.0
3,87400,1760.0
3,87500,1762.0
3,87600,1764.0
3,87700,1766.0
3,87800,1768.0
3,87900,1770.0
3,88000,1772.0
3,88100,1774.0
3,88200,1776.0
3,88300,1778.0
3,88400,1779.0
3,88500,1781.0
3,88600,1783.0
3,88700,1785.0
3,88800,1787.0
3,88900,1789.0
3,89000,1791.0
3,89100,1793.0
3,89200,1795.0
3,89300,1797.0
3,89400,1799.0
3,89500,1800.0
3,89600,1802.0
3,89700,1804.0
3,89800,1806.0
3,89900,1808.0
3,90000,1810.0
3,90100,1812.0
3,90200,1814.0
3,90300,1815.0
3,90400,1817.0
3,90500,1819.0
3,90600,1821.0
3,90700,1823.0
3,90800,1825.0
3,90900,1826.0
3,91000,1828.0
3,91100,1830.0
3,91200,1831.0
3,91300,1833.0
3,91400,1835.0
3,91500,1837.0
3,91600,1838.0
3,91700,1840.0
3,91800,1842.0
3,91900,1844.0
3,92000,1845.0
3,92100,1847.0
3,92200,1848.0
3,92300,1850.0
3,92400,1852.0
3,92500,1854.0
3,92600,1855.0
3,92700,1857.0
3,92800,1859.0
3,92900,1860.0
3,93000,1862.0
3,93100,1864.0
3,93200,1865.0
3,93300,1867.0
3,93400,1869.0
3,93500,1871.0
3,93600,1872.0
3,93700,1874.0
3,93800,1876.0
3,93900,1877.0
3,94000,1879.0
3,94100,1881.0
3,94200,1882.0
3,94300,1884.0
3,94400,1886.0
3,94500,1887.0
3,94600,1889.0
3,94700,1891.0
3,94800,1893.0
3,94900,1894.0
3,95000,1896.0
3,95100,1898.0
3,95200,1899.0
3,95300,1901.0
3,95400,1903.0
3,95500,1904.0
3,95600,1906.0
3,95700,1908.0
3,95800,1909.0
3,95900,1911.0
3,96000,1913.0
3,96100,1915.0
3,96200,1917.0
3,96300,1918.0
3,96400,1920.0
3,96500,1922.0
3,96600,1924.0
3,96700,1925.0
3,96800,1927.0
3,96900,1929.0
3,97000,1931.0
3,97100,1933.0
3,97200,1934.0
3,97300,1936.0
3,97400,1938.0
3,97500,1940.0
3,97600,1941.0
3,97700,1943.0
3,97800,1945.0
3,97900,1947.0
3,98000,1948.0
3,98100,1950.0
3,98200,1951.0
3,98300,1953.0
3,98400,1955.0
3,98500,1957.0
3,98600,1958.0
3,98700,1960.0
3,98800,1962.0
3,98900,1964.0
3,99000,1965.0
3,99100,1967.0
3,99200,1968.0
3,99300,1970.0
3,99400,1972.0
3,99500,1974.0
3,99600,1975.0
3,99700,1977.0
3,99800,1979.0
3,99900,1980.0
3,100000,1982.0
3,100100,1984.0
3,100200,1985.0
3,100300,1987.0
3,100400,1989.0
3,100500,1991.0
3,100600,1992.0
3,100700,1994.0
3,100800,1996.0
3,100900,1997.0
3,101000,1999.0
3,101100,2001.0
3,101200,2002.0
3,101300,2004.0
3,101400,2006.0
3,101500,2007.0
3,101600,2009.0
3,101700,2011.0
3,101800,2013.0
3,101900,2014.0
3,102000,2016.0
3,102100,2018.0
3,102200,2019.0
3,102300,2021.0
3,102400,2023.0
3,102500,2024.0
3,102600,2026.0
3,102700,2028.0
3,102800,2029.0
3,102900,2031.0
3,103000,2033.0
3,103100,2035.0
3,103200,2037.0
3,103300,2038.0
3,103400,2040.0
3,103500,2042.0
3,103600,2044.0
3,103700,2045.0
3,103800,2047.0
3,103900,2049.0
3,104000,2051.0
3,104100,2053.0
3,104200,2054.0
3,104300,2056.0
3,104400,2058.0
3,104500,2060.0
3,104600,2061.0
3,104700,2063.0
3,104800,2065.0
3,104900,2067.0
3,105000,2068.0
3,105100,2070.0
3,105200,2071.0
3,105300,2073.0
3,105400,2075.0
3,105500,2077.0
3,105600,2078.0
3,105700,2080.0
3,105800,2082.0
3,105900,2084.0
3,106000,2085.0
3,106100,2087.0
3,106200,2088.0
3,106300,2090.0
3,106400,2092.0
3,106500,2094.0
3,106600,2095.0
3,106700,2097.0
3,106800,2099.0
3,106900,2100.0
3,107000,2102.0
3,107100,2104.0
3,107200,2105.0
3,107300,2107.0
3,107400,2109.0
3,107500,2110.0
3,107600,2112.0
3,107700,2113.0
3,107800,2115.0
3,107900,2117.0
3,108000,2118.0
3,108100,2120.0
3,108200,2121.0
3,108300,2123.0
3,108400,2125.0
3,108500,2126.0
3,108600,2128.0
3,108700,2130.0
3,108800,2132.0
3,108900,2133.0
3,109000,2135.0
3,109100,2137.0
3,109200,2138.0
3,109300,2140.0
3,109400,2142.0
3,109500,2143.0
3,109600,2145.0
3,109700,2146.0
3,109800,2148.0
3,109900,2150.0
3,110000,2151.0
3,110100,2153.0
3,110200,2154.0
3,110300,2156.0
3,110400,2158.0
3,110500,2159.0
3,110600,2161.0
3,110700,2163.0
3,110800,2165.0
3,110900,2166.0
3,111000,2168.0
3,111100,2170.0
3,111200,2171.0
3,111300,2173.0
3,111400,2175.0
3,111500,2176.0
3,111600,2178.0
3,111700,2180.0
3,111800,2181.0
3,111900,2183.0
3,112000,2184.0
3,112100,2186.0
3,112200,2187.0
3,112300,2189.0
3,112400,2190.0
3,112500,2192.0
3,112600,2194.0
3,112700,2195.0
3,112800,2197.0
3,112900,2198.0
3,113000,2200.0
3,113100,2202.0
3,113200,2203.0
3,113300,2205.0
3,113400,2207.0
3,113500,2208.0
3,113600,2210.0
3,113700,2212.0
3,113800,2213.0
3,113900,2215.0
3,114000,2217.0
3,114100,2219.0
3,114200,2220.0
3,114300,2222.0
3,114400,2223.0
3,114500,2225.0
3,114600,2227.0
3,114700,2228.0
3,114800,2230.0
3,114900,2231.0
3,115000,2233.0
3,115100,2235.0
3,115200,2236.0
3,115300,2238.0
3,115400,2240.0
3,115500,2241.0
3,115600,2243.0
3,115700,2245.0
3,115800,2246.0
3,115900,2248.0
3,116000,2250.0
3,116100,2252.0
3,116200,2253.0
3,116300,2255.0
3,116400,2256.0
3,116500,2258.0
3,116600,2260.0
3,116700,2261.0
3,116800,2263.0
3,116900,2265.0
3,117000,2266.0
3,117100,2268.0
3,117200,2269.0
3,117300,2271.0
3,117400,2273.0
3,117500,2274.0
3,117600,2276.0
3,117700,2278.0
3,117800,2279.0
3,117900,2281.0
3,118000,2283.0
3,118100,2285.0
3,118200,2286.0
3,118300,2288.0
3,118400,2289.0
3,118500,2291.0
3,118600,2293.0
3,118700,2294.0
3,118800,2296.0
3,118900,2298.0
3,119000,2299.0
3,119100,2301.0
3,119200,2302.0
3,119300,2304.0
3,119400,2306.0
3,119500,2307.0
3,119600,2309.0
3,119700,2311.0
3,119800,2312.0
3,119900,2314.0
3,120000,2316.0
3,120100,2318.0
3,120200,2319.0
3,120300,2321.0
3,120400,2322.0
3,120500,2324.0
3,120600,2326.0
3,120700,2327.0
3,120800,2329.0
3,120900,2331.0
3,121000,2332.0
3,121100,2334.0
3,121200,2335.0
3,121300,2337.0
3,121400,2339.0
3,121500,2340.0
3,121600,2342.0
3,121700,2344.0
3,121800,2345.0
3,121900,2347.0
3,122000,2349.0
3,122100,2351.0
3,122200,2352.0
3,122300,2354.0
3,122400,2356.0
3,122500,2357.0
3,122600,2359.0
3,122700,2360.0
3,122800,2362.0
3,122900,2364.0
3,123000,2365.0
3,123100,2367.0
3,123200,2368.0
3,123300,2370.0
3,123400,2372.0
3,123500,2373.0
3,123600,2375.0
3,123700,2377.0
3,123800,2378.0
3,123900,2380.0
3,124000,2382.0
3,124100,2384.0
3,124200,2385.0
3,124300,2387.0
3,124400,2389.0
3,124500,2390.0
3,124600,2392.0
3,124700,2393.0
3,124800,2395.0
3,124900,2397.0
3,125000,2398.0
3,125100,2400.0
3,125200,2401.0
3,125300,2403.0
3,125400,2405.0
3,125500,2406.0
3,125600,2408.0
3,125700,2410.0
3,125800,2411.0
3,125900,2413.0
3,126000,2415.0
3,126100,2417.0
3,126200,2418.0
3,126300,2420.0
3,126400,2422.0
3,126500,2423.0
3,126600,2425.0
3,126700,2426.0
3,126800,2428.0
3,126900,2430.0
3,127000,2431.0
3,127100,2433.0
3,127200,2434.0
3,127300,2436.0
3,127400,2438.0
3,127500,2439.0
3,127600,2441.0
3,127700,2443.0
3,127800,2445.0
3,127900,2446.0
3,128000,2448.0
3,128100,2450.0
3,128200,2451.0
3,128300,2453.0
3,128400,2455.0
3,128500,2456.0
3,128600,2458.0
3,128700,2460.0
3,128800,2461.0
3,128900,2463.0
3,129000,2464.0
3,129100,2466.0
3,129200,2467.0
3,129300,2469.0
3,129400,2470.0
3,129500,2472.0
3,129600,2474.0
3,129700,2475.0
3,129800,2477.0
3,129900,2478.0
3,130000,2480.0
3,130100,2482.0
3,130200,2483.0
3,130300,2485.0
3,130400,2487.0
3,130500,2488.0
3,130600,2490.0
3,130700,2492.0
3,130800,2493.0
3,130900,2495.0
3,131000,2497.0
3,131100,2499.0
3,131200,2500.0
3,131300,2502.0
3,131400,2503.0
3,131500,2505.0
3,131600,2507.0
3,131700,2508.0
3,131800,2510.0
3,131900,2511.0
3,132000,2513.0
3,132100,2515.0
3,132200,2516.0
3,132300,2518.0
3,132400,2520.0
3,132500,2521.0
3,132600,2523.0
3,132700,2525.0
3,132800,2526.0
3,132900,2528.0
3,133000,2530.0
3,133100,2532.0
3,133200,2533.0
3,133300,2535.0
3,133400,2536.0
3,133500,2538.0
3,133600,2540.0
3,133700,2541.0
3,133800,2543.0
3,133900,2544.0
3,134000,2546.0
3,134100,2548.0
3,134200,2549.0
3,134300,2551.0
3,134400,2553.0
3,134500,2554.0
3,134600,2556.0
3,134700,2558.0
3,134800,2559.0
3,134900,2561.0
3,135000,2563.0
3,135100,2565.0
3,135200,2566.0
3,135300,2568.0
3,135400,2569.0
3,135500,2571.0
3,135600,2573.0
3,135700,2574.0
3,135800,2576.0
3,135900,2578.0
3,136000,2579.0
3,136100,2581.0
3,136200,2582.0
3,136300,2584.0
3,136400,2586.0
3,136500,2587.0
3,136600,2589.0
3,136700,2591.0
3,136800,2592.0
3,136900,2594.0
3,137000,2596.0
3,137100,2598.0
3,137200,2599.0
3,137300,2601.0
3,137400,2602.0
3,137500,2604.0
3,137600,2606.0
3,137700,2607.0
3,137800,2609.0
3,137900,2611.0
3,138000,2612.0
3,138100,2614.0
3,138200,2615.0
3,138300,2617.0
3,138400,2619.0
3,138500,2620.0
3,138600,2622.0
3,138700,2624.0
3,138800,2625.0
3,138900,2627.0
3,139000,2629.0
3,139100,2631.0
3,139200,2632.0
3,139300,2634.0
3,139400,2636.0
3,139500,2637.0
3,139600,2639.0
3,139700,2640.0
3,139800,2642.0
3,139900,2644.0
3,140000,2645.0
3,140100,2647.0
3,140200,2648.0
3,140300,2650.0
3,140400,2651.0
3,140500,2653.0
3,140600,2654.0
3,140700,2656.0
3,140800,2658.0
3,140900,2659.0
3,141000,2661.0
3,141100,2663.0
3,141200,2664.0
3,141300,2666.0
3,141400,2667.0
3,141500,2669.0
3,141600,2670.0
3,141700,2672.0
3,141800,2674.0
3,141900,2675.0
3,142000,2677.0
3,142100,2679.0
3,142200,2680.0
3,142300,2682.0
3,142400,2683.0
3,142500,2685.0
3,142600,2686.0
3,142700,2688.0
3,142800,2689.0
3,142900,2691.0
3,143000,2692.0
3,143100,2694.0
3,143200,2695.0
3,143300,2697.0
3,143400,2698.0
3,143500,2700.0
3,143600,2701.0
3,143700,2703.0
3,143800,2704.0
3,143900,2706.0
3,144000,2708.0
3,144100,2710.0
3,144200,2711.0
3,144300,2713.0
3,144400,2714.0
3,144500,2716.0
3,149500,2794.0
3,149600,2795.0
3,149700,2797.0
3,149800,2799.0
3,149900,2800.0
3,150000,2802.0
4,12000,0.0
4,12100,13.0
4,12200,25.0
4,12300,38.0
4,12400,51.0
4,12500,64.0
4,12600,76.0
4,12700,89.0
4,12800,102.0
4,12900,114.0
4,13000,127.0
4,13100,131.0
4,13200,136.0
4,13300,140.0
4,13400,144.0
4,13500,149.0
4,13600,153.0
4,13700,157.0
4,13800,162.0
4,13900,166.0
4,14000,171.0
4,14100,175.0
4,14200,179.0
4,14300,183.0
4,14400,187.0
4,14500,191.0
4,14600,195.0
4,14700,200.0
4,14800,204.0
4,14900,208.0
4,15000,212.0
4,15100,216.0
4,15200,220.0
4,15300,224.0
4,15400,228.0
4,15500,232.0
4,15600,236.0
4,15700,240.0
4,15800,243.0
4,15900,247.0
4,16000,251.0
4,16100,255.0
4,16200,259.0
4,16300,262.0
4,16400,266.0
4,16500,270.0
4,16600,274.0
4,16700,278.0
4,16800,282.0
4,16900,285.0
4,17000,289.0
4,17100,293.0
4,17200,297.0
4,17300,300.0
4,17400,304.0
4,17500,308.0
4,17600,312.0
4,17700,316.0
4,17800,320.0
4,17900,323.0
4,18000,327.0
4,18100,331.0
4,18200,335.0
4,18300,338.0
4,18400,342.0
4,18500,346.0
4,18600,350.0
4,18700,354.0
4,18800,358.0
4,18900,361.0
4,19000,365.0
4,19100,369.0
4,19200,372.0
4,19300,376.0
4,19400,380.0
4,19500,383.0
4,19600,387.0
4,19700,391.0
4,19800,395.0
4,19900,398.0
4,20000,402.0
4,20100,406.0
4,20200,410.0
4,20300,414.0
4,20400,418.0
4,20500,422.0
4,20600,426.0
4,20700,430.0
4,20800,435.0
4,20900,439.0
4,21000,443.0
4,21100,447.0
4,21200,452.0
4,21300,456.0
4,21400,461.0
4,21500,465.0
4,21600,470.0
4,21700,474.0
4,21800,479.0
4,21900,483.0
4,22000,488.0
4,22100,492.0
4,22200,497.0
4,22300,501.0
4,22400,506.0
4,22500,510.0
4,22600,515.0
4,22700,519.0
4,22800,523.0
4,22900,528.0
4,23000,532.0
4,23100,536.0
4,23200,541.0
4,23300,545.0
4,23400,550.0
4,23500,554.0
4,23600,558.0
4,23700,563.0
4,23800,567.0
4,23900,571.0
4,24000,576.0
4,24100,580.0
4,24200,585.0
4,24300,589.0
4,24400,594.0
4,24500,598.0
4,24600,603.0
4,24700,607.0
4,24800,612.0
4,24900,616.0
4,25000,621.0
4,25100,625.0
4,25200,630.0
4,25300,634.0
4,25400,639.0
4,25500,643.0
4,25600,648.0
4,25700,652.0
4,25800,656.0
4,25900,661.0
4,26000,665.0
4,26100,669.0
4,26200,673.0
4,26300,676.0
4,26400,680.0
4,26500,684.0
4,26600,688.0
4,26700,692.0
4,26800,695.0
4,26900,699.0
4,27000,703.0
4,27100,706.0
4,27200,708.0
4,27300,711.0
4,27400,714.0
4,27500,716.0
4,27600,719.0
4,27700,722.0
4,27800,725.0
4,27900,727.0
4,28000,730.0
4,28100,733.0
4,28200,736.0
4,28300,738.0
4,28400,741.0
4,28500,744.0
4,28600,747.0
4,28700,749.0
4,28800,752.0
4,28900,755.0
4,29000,758.0
4,29100,760.0
4,29200,763.0
4,29300,765.0
4,29400,768.0
4,29500,770.0
4,29600,772.0
4,29700,775.0
4,29800,777.0
4,29900,780.0
4,30000,782.0
4,30100,784.0
4,30200,787.0
4,30300,789.0
4,30400,791.0
4,30500,794.0
4,30600,796.0
4,30700,798.0
4,30800,800.0
4,30900,803.0
4,31000,805.0
4,31100,807.0
4,31200,810.0
4,31300,812.0
4,31400,814.0
4,31500,817.0
4,31600,819.0
4,31700,822.0
4,31800,824.0
4,31900,826.0
4,32000,829.0
4,32100,831.0
4,32200,834.0
4,32300,836.0
4,32400,839.0
4,32500,841.0
4,32600,843.0
4,32700,846.0
4,32800,848.0
4,32900,851.0
4,33000,853.0
4,33100,855.0
4,33200,858.0
4,33300,860.0
4,33400,863.0
4,33500,865.0
4,33600,867.0
4,33700,870.0
4,33800,872.0
4,33900,874.0
4,34000,877.0
4,34100,879.0
4,34200,882.0
4,34300,884.0
4,34400,887.0
4,34500,889.0
4,34600,891.0
4,34700,894.0
4,34800,896.0
4,34900,899.0
4,35000,901.0
4,35100,903.0
4,35200,906.0
4,35300,908.0
4,35400,910.0
4,35500,913.0
4,35600,915.0
4,35700,917.0
4,35800,920.0
4,35900,922.0
4,36000,924.0
4,36100,926.0
4,36200,928.0
4,36300,931.0
4,36400,933.0
4,36500,935.0
4,36600,937.0
4,36700,939.0
4,36800,942.0
4,36900,944.0
4,37000,946.0
4,37100,948.0
4,37200,950.0
4,37300,953.0
4,37400,955.0
4,37500,957.0
4,37600,959.0
4,37700,961.0
4,37800,963.0
4,37900,966.0
4,38000,968.0
4,38100,970.0
4,38200,972.0
4,38300,975.0
4,38400,977.0
4,38500,979.0
4,38600,981.0
4,38700,983.0
4,38800,985.0
4,38900,988.0
4,39000,990.0
4,39100,992.0
4,39200,994.0
4,39300,997.0
4,39400,999.0
4,39500,1001.0
4,39600,1003.0
4,39700,1005.0
4,39800,1007.0
4,39900,1010.0
4,40000,1012.0
4,40100,1014.0
4,40200,1016.0
4,40300,1019.0
4,40400,1021.0
4,40500,1023.0
4,40600,1025.0
4,40700,1027.0
4,40800,1029.0
4,40900,1032.0
4,41000,1034.0
4,41100,1036.0
4,41200,1038.0
4,41300,1041.0
4,41400,1043.0
4,41500,1045.0
4,41600,1047.0
4,41700,1049.0
4,41800,1052.0
4,41900,1054.0
4,42000,1056.0
4,42100,1058.0
4,42200,1060.0
4,42300,1063.0
4,42400,1065.0
4,42500,1067.0
4,42600,1069.0
4,42700,1071.0
4,42800,1074.0
4,42900,1076.0
4,43000,1078.0
4,43100,1080.0
4,43200,1082.0
4,43300,1085.0
4,43400,1087.0
4,43500,1089.0
4,43600,1091.0
4,43700,1093.0
4,43800,1096.0
4,43900,1098.0
4,44000,1100.0
4,44100,1102.0
4,44200,1105.0
4,44300,1107.0
4,44400,1109.0
4,44500,1111.0
4,44600,1114.0
4,44700,1116.0
4,44800,1118.0
4,44900,1121.0
4,45000,1123.0
4,45100,1125.0
4,45200,1128.0
4,45300,1130.0
4,45400,1132.0
4,45500,1134.0
4,45600,1137.0
4,45700,1139.0
4,45800,1141.0
4,45900,1143.0
4,46000,1146.0
4,46100,1148.0
4,46200,1150.0
4,46300,1152.0
4,46400,1155.0
4,46500,1157.0
4,46600,1159.0
4,46700,1161.0
4,46800,1163.0
4,46900,1165.0
4,47000,1167.0
4,47100,1169.0
4,47200,1171.0
4,47300,1173.0
4,47400,1176.0
4,47500,1178.0
4,47600,1180.0
4,47700,1182.0
4,47800,1184.0
4,47900,1186.0
4,48000,1189.0
4,48100,1191.0
4,48200,1193.0
4,48300,1196.0
4,48400,1198.0
4,48500,1200.0
4,48600,1202.0
4,48700,1204.0
4,48800,1206.0
4,48900,1209.0
4,49000,1211.0
4,49100,1213.0
4,49200,1215.0
4,49300,1218.0
4,49400,1220.0
4,49500,1222.0
4,49600,1224.0
4,49700,1226.0
4,49800,1229.0
4,49900,1231.0
4,50000,1233.0
4,50100,1235.0
4,50200,1237.0
4,50300,1240.0
4,50400,1242.0
4,50500,1244.0
4,50600,1246.0
4,50700,1249.0
4,50800,1251.0
4,50900,1253.0
4,51000,1255.0
4,51100,1257.0
4,51200,1259.0
4,51300,1262.0
4,51400,1264.0
4,51500,1266.0
4,51600,1268.0
4,51700,1271.0
4,51800,1273.0
4,51900,1275.0
4,52000,1277.0
4,52100,1279.0
4,52200,1281.0
4,52300,1284.0
4,52400,1286.0
4,52500,1288.0
