Children,Income,Amount
2,29400,475.0
2,29500,476.0
2,29600,478.0
2,29700,479.0
2,29800,481.0
2,29900,483.0
2,30000,484.0
2,30100,486.0
2,30200,487.0
2,30300,489.0
2,30400,490.0
2,30500,492.0
2,30600,493.0
2,30700,495.0
2,30800,496.0
2,30900,498.0
2,31000,499.0
2,31100,501.0
2,31200,502.0
2,31300,504.0
2,31400,505.0
2,31500,507.0
2,31600,508.0
2,31700,510.0
2,31800,512.0
2,31900,513.0
2,32000,515.0
2,32100,517.0
2,32200,518.0
2,32300,520.0
2,32400,521.0
2,32500,523.0
2,32600,525.0
2,32700,526.0
2,32800,528.0
2,32900,530.0
2,33000,531.0
2,33100,533.0
2,33200,534.0
2,33300,536.0
2,33400,537.0
2,33500,539.0
2,33600,540.0
2,33700,542.0
2,33800,543.0
2,33900,545.0
2,34000,546.0
2,34100,548.0
2,34200,549.0
2,34300,551.0
2,34400,552.0
2,34500,554.0
2,34600,555.0
2,34700,557.0
2,34800,558.0
2,34900,560.0
2,35000,562.0
2,35100,563.0
2,35200,565.0
2,35300,566.0
2,35400,568.0
2,35500,569.0
2,35600,571.0
2,35700,572.0
2,35800,574.0
2,35900,575.0
2,36000,577.0
2,36100,578.0
2,36200,580.0
2,36300,581.0
2,36400,583.0
2,36500,584.0
2,36600,586.0
2,36700,587.0
2,36800,589.0
2,36900,590.0
2,37000,592.0
2,37100,594.0
2,37200,595.0
2,37300,597.0
2,37400,598.0
2,37500,600.0
2,37600,601.0
2,37700,603.0
2,37800,604.0
2,37900,606.0
2,38000,607.0
2,38100,608.0
2,38200,610.0
2,38300,611.0
2,38400,613.0
2,38500,614.0
2,38600,616.0
2,38700,617.0
2,38800,619.0
2,38900,620.0
2,39000,621.0
2,39100,622.0
2,39200,624.0
2,39300,625.0
2,39400,627.0
2,39500,628.0
2,39600,629.0
2,39700,631.0
2,39800,632.0
2,39900,634.0
2,40000,635.0
2,40100,636.0
2,40200,638.0
2,40300,639.0
2,40400,641.0
2,40500,642.0
2,40600,644.0
2,40700,645.0
2,40800,647.0
2,40900,648.0
2,41000,650.0
2,41100,651.0
2,41200,653.0
2,41300,654.0
2,41400,656.0
2,41500,657.0
2,41600,658.0
2,41700,660.0
2,41800,661.0
2,41900,663.0
2,42000,664.0
2,42100,665.0
2,42200,667.0
2,42300,668.0
2,42400,670.0
2,42500,671.0
2,42600,673.0
2,42700,674.0
2,42800,676.0
2,42900,677.0
2,43000,679.0
2,43100,680.0
2,43200,682.0
2,43300,683.0
2,43400,685.0
2,43500,686.0
2,43600,688.0
2,43700,689.0
2,43800,690.0
2,43900,692.0
2,44000,693.0
2,44100,695.0
2,44200,696.0
2,44300,698.0
2,44400,699.0
2,44500,701.0
2,44600,702.0
2,44700,704.0
2,44800,706.0
2,44900,707.0
2,45000,709.0
2,45100,710.0
2,45200,712.0
2,45300,713.0
2,45400,715.0
2,45500,716.0
2,45600,718.0
2,45700,719.0
2,45800,721.0
2,45900,722.0
2,46000,723.0
2,46100,724.0
2,46200,726.0
2,46300,727.0
2,46400,729.0
2,46500,730.0
2,46600,732.0
2,46700,733.0
2,46800,735.0
2,46900,736.0
2,47000,738.0
2,47100,739.0
2,47200,741.0
2,47300,742.0
2,47400,744.0
2,47500,745.0
2,47600,747.0
2,47700,748.0
2,47800,749.0
2,47900,751.0
2,48000,752.0
2,48100,753.0
2,48200,755.0
2,48300,756.0
2,48400,758.0
2,48500,759.0
2,48600,760.0
2,48700,762.0
2,48800,763.0
2,48900,765.0
2,49000,766.0
2,49100,767.0
2,49200,769.0
2,49300,770.0
2,49400,772.0
2,49500,773.0
2,49600,775.0
2,49700,776.0
2,49800,778.0
2,49900,779.0
2,50000,781.0
2,50100,782.0
2,50200,784.0
2,50300,785.0
2,50400,787.0
2,50500,788.0
2,50600,790.0
2,50700,791.0
2,50800,793.0
2,50900,794.0
2,51000,795.0
2,51100,796.0
2,51200,798.0
2,51300,799.0
2,51400,801.0
2,51500,802.0
2,51600,804.0
2,51700,805.0
2,51800,807.0
2,51900,808.0
2,52000,810.0
2,52100,811.0
2,52200,813.0
2,52300,814.0
2,52400,816.0
2,52500,817.0
2,52600,819.0
2,52700,820.0
2,52800,821.0
2,52900,823.0
2,53000,824.0
2,53100,825.0
2,53200,827.0
2,53300,828.0
2,53400,830.0
2,53500,831.0
2,53600,833.0
2,53700,834.0
2,53800,836.0
2,53900,837.0
2,54000,839.0
2,54100,841.0
2,54200,842.0
2,54300,844.0
2,54400,845.0
2,54500,847.0
2,54600,848.0
2,54700,850.0
2,54800,851.0
2,54900,853.0
2,55000,854.0
2,55100,856.0
2,55200,857.0
2,55300,859.0
2,55400,860.0
2,55500,862.0
2,55600,863.0
2,55700,865.0
2,55800,866.0
2,55900,868.0
2,56000,869.0
2,56100,871.0
2,56200,872.0
2,56300,874.0
2,56400,875.0
2,56500,877.0
2,56600,878.0
2,56700,880.0
2,56800,882.0
2,56900,883.0
2,57000,885.0
2,57100,887.0
2,57200,888.0
2,57300,890.0
2,57400,891.0
2,57500,893.0
2,57600,894.0
2,57700,896.0
2,57800,897.0
2,57900,899.0
2,58000,900.0
2,58100,902.0
2,58200,903.0
2,58300,905.0
2,58400,906.0
2,58500,908.0
2,58600,909.0
2,58700,911.0
2,58800,913.0
2,58900,914.0
2,59000,916.0
2,59100,918.0
2,59200,919.0
2,59300,921.0
2,59400,922.0
2,59500,924.0
2,59600,925.0
2,59700,927.0
2,59800,928.0
2,59900,930.0
2,60000,931.0
2,60100,933.0
2,60200,934.0
2,60300,936.0
2,60400,937.0
2,60500,939.0
2,60600,940.0
2,60700,942.0
2,60800,944.0
2,60900,945.0
2,61000,947.0
2,61100,949.0
2,61200,950.0
2,61300,952.0
2,61400,953.0
2,61500,955.0
2,61600,956.0
2,61700,958.0
2,61800,959.0
2,61900,961.0
2,62000,962.0
2,62100,964.0
2,62200,965.0
2,62300,967.0
2,62400,968.0
2,62500,970.0
2,62600,971.0
2,62700,973.0
2,62800,975.0
2,62900,976.0
2,63000,978.0
2,63100,980.0
2,63200,981.0
2,63300,983.0
2,63400,984.0
2,63500,986.0
2,63600,987.0
2,63700,989.0
2,63800,990.0
2,63900,992.0
2,64000,993.0
2,64100,995.0
2,64200,996.0
2,64300,998.0
2,64400,999.0
2,64500,1001.0
2,64600,1002.0
2,64700,1004.0
2,64800,1006.0
2,64900,1007.0
2,65000,1009.0
2,65100,1011.0
2,65200,1012.0
2,65300,1014.0
2,65400,1015.0
2,65500,1017.0
2,65600,1018.0
2,65700,1020.0
2,65800,1021.0
2,65900,1023.0
2,66000,1024.0
2,66100,1026.0
2,66200,1027.0
2,66300,1029.0
2,66400,1030.0
2,66500,1032.0
2,66600,1033.0
2,66700,1035.0
2,66800,1037.0
2,66900,1038.0
2,67000,1040.0
2,67100,1042.0
2,67200,1043.0
2,67300,1045.0
2,67400,1046.0
2,67500,1048.0
2,67600,1049.0
2,67700,1051.0
2,67800,1052.0
2,67900,1054.0
2,68000,1055.0
2,68100,1057.0
2,68200,1058.0
2,68300,1060.0
2,68400,1061.0
2,68500,1063.0
2,68600,1064.0
2,68700,1066.0
2,68800,1067.0
2,68900,1069.0
2,69000,1071.0
2,69100,1073.0
2,69200,1074.0
2,69300,1076.0
2,69400,1077.0
2,69500,1079.0
2,69600,1080.0
2,69700,1082.0
2,69800,1083.0
2,69900,1085.0
2,70000,1086.0
2,70100,1088.0
2,70200,1089.0
2,70300,1091.0
2,70400,1092.0
2,70500,1094.0
2,70600,1095.0
2,70700,1097.0
2,70800,1098.0
2,70900,1100.0
2,71000,1102.0
2,71100,1104.0
2,71200,1105.0
2,71300,1107.0
2,71400,1108.0
2,71500,1110.0
2,71600,1111.0
2,71700,1113.0
2,71800,1114.0
2,71900,1116.0
2,72000,1117.0
2,72100,1119.0
2,72200,1120.0
2,72300,1122.0
2,72400,1123.0
2,72500,1125.0
2,72600,1126.0
2,72700,1128.0
2,72800,1129.0
2,72900,1131.0
2,73000,1133.0
2,73100,1135.0
2,73200,1136.0
2,73300,1138.0
2,73400,1139.0
2,73500,1141.0
2,73600,1142.0
2,73700,1144.0
2,73800,1145.0
2,73900,1147.0
2,74000,1148.0
2,74100,1150.0
2,74200,1151.0
2,74300,1153.0
2,74400,1154.0
2,74500,1156.0
2,74600,1157.0
2,74700,1159.0
2,74800,1160.0
2,74900,1162.0
2,75000,1164.0
2,75100,1166.0
2,75200,1167.0
2,75300,1169.0
2,75400,1170.0
2,75500,1172.0
2,75600,1173.0
2,75700,1175.0
2,75800,1176.0
2,75900,1178.0
2,76000,1179.0
2,76100,1181.0
2,76200,1182.0
2,76300,1184.0
2,76400,1185.0
2,76500,1187.0
2,76600,1188.0
2,76700,1190.0
2,76800,1191.0
2,76900,1193.0
2,77000,1195.0
2,77100,1197.0
2,77200,1198.0
2,77300,1200.0
2,77400,1201.0
2,77500,1203.0
2,77600,1204.0
2,77700,1206.0
2,77800,1207.0
2,77900,1209.0
2,78000,1210.0
2,78100,1211.0
2,78200,1213.0
2,78300,1214.0
2,78400,1216.0
2,78500,1217.0
2,78600,1219.0
2,78700,1220.0
2,78800,1222.0
2,78900,1223.0
2,79000,1224.0
2,79100,1225.0
2,79200,1227.0
2,79300,1228.0
2,79400,1230.0
2,79500,1231.0
2,79600,1233.0
2,79700,1234.0
2,79800,1236.0
2,79900,1237.0
2,80000,1239.0
2,80100,1240.0
2,80200,1242.0
2,80300,1243.0
2,80400,1245.0
2,80500,1246.0
2,80600,1248.0
2,80700,1249.0
2,80800,1251.0
2,80900,1252.0
2,81000,1254.0
2,81100,1255.0
2,81200,1257.0
2,81300,1258.0
2,81400,1260.0
2,81500,1261.0
2,81600,1263.0
2,81700,1264.0
2,81800,1266.0
2,81900,1267.0
2,82000,1269.0
2,82100,1270.0
2,82200,1272.0
2,82300,1273.0
2,82400,1275.0
2,82500,1276.0
2,82600,1278.0
2,82700,1279.0
2,82800,1281.0
2,82900,1282.0
2,83000,1284.0
2,83100,1285.0
2,83200,1287.0
2,83300,1288.0
2,83400,1290.0
2,83500,1291.0
2,83600,1293.0
2,83700,1294.0
2,83800,1296.0
2,83900,1297.0
2,84000,1299.0
2,84100,1300.0
2,84200,1302.0
2,84300,1303.0
2,84400,1305.0
2,84500,1306.0
2,84600,1308.0
2,84700,1309.0
2,84800,1311.0
2,84900,1312.0
2,85000,1314.0
2,85100,1316.0
2,85200,1317.0
2,85300,1319.0
2,85400,1320.0
2,85500,1322.0
2,85600,1323.0
2,85700,1325.0
2,85800,1326.0
2,85900,1328.0
2,86000,1329.0
2,86100,1331.0
2,86200,1332.0
2,86300,1334.0
2,86400,1335.0
2,86500,1337.0
2,86600,1338.0
2,86700,1340.0
2,86800,1341.0
2,86900,1343.0
2,87000,1344.0
2,87100,1346.0
2,87200,1347.0
2,87300,1349.0
2,87400,1350.0
2,87500,1352.0
2,87600,1353.0
2,87700,1355.0
2,87800,1356.0
2,87900,1358.0
2,88000,1359.0
2,88100,1360.0
2,88200,1362.0
2,88300,1363.0
2,88400,1365.0
2,88500,1366.0
2,88600,1368.0
2,88700,1369.0
2,88800,1371.0
2,88900,1372.0
2,89000,1373.0
2,89100,1374.0
2,89200,1376.0
2,89300,1377.0
2,89400,1379.0
2,89500,1380.0
2,89600,1382.0
2,89700,1383.0
2,89800,1385.0
2,89900,1386.0
2,90000,1388.0
2,90100,1389.0
2,90200,1391.0
2,90300,1392.0
2,90400,1394.0
2,90500,1395.0
2,90600,1397.0
2,90700,1398.0
2,90800,1400.0
2,90900,1401.0
2,91000,1402.0
2,91100,1403.0
2,91200,1405.0
2,91300,1406.0
2,91400,1407.0
2,91500,1409.0
2,91600,1410.0
2,91700,1411.0
2,91800,1413.0
2,91900,1414.0
2,92000,1415.0
2,92100,1416.0
2,92200,1418.0
2,92300,1419.0
2,92400,1420.0
2,92500,1422.0
2,92600,1423.0
2,92700,1424.0
2,92800,1425.0
2,92900,1427.0
2,93000,1428.0
2,93100,1429.0
2,93200,1431.0
2,93300,1432.0
2,93400,1434.0
2,93500,1435.0
2,93600,1436.0
2,93700,1438.0
2,93800,1439.0
2,93900,1440.0
2,94000,1442.0
2,94100,1443.0
2,94200,1445.0
2,94300,1446.0
2,94400,1447.0
2,94500,1449.0
2,94600,1450.0
2,94700,1451.0
2,94800,1453.0
2,94900,1454.0
2,95000,1455.0
2,95100,1456.0
2,95200,1458.0
2,95300,1459.0
2,95400,1460.0
2,95500,1462.0
2,95600,1463.0
2,95700,1464.0
2,95800,1465.0
2,95900,1467.0
2,96000,1468.0
2,96100,1469.0
2,96200,1471.0
2,96300,1472.0
2,96400,1474.0
2,96500,1475.0
2,96600,1476.0
2,96700,1478.0
2,96800,1479.0
2,96900,1480.0
2,97000,1482.0
2,97100,1483.0
2,97200,1485.0
2,97300,1486.0
2,97400,1487.0
2,97500,1489.0
2,97600,1490.0
2,97700,1491.0
2,97800,1493.0
2,97900,1494.0
2,98000,1495.0
2,98100,1496.0
2,98200,1498.0
2,98300,1499.0
2,98400,1500.0
2,98500,1502.0
2,98600,1503.0
2,98700,1504.0
2,98800,1505.0
2,98900,1507.0
2,99000,1508.0
2,99100,1509.0
2,99200,1511.0
2,99300,1512.0
2,99400,1514.0
2,99500,1515.0
2,99600,1516.0
2,99700,1518.0
2,99800,1519.0
2,99900,1520.0
2,100000,1522.0
2,100100,1523.0
2,100200,1525.0
2,100300,1526.0
2,100400,1527.0
2,100500,1529.0
2,100600,1530.0
2,100700,1531.0
2,100800,1533.0
2,100900,1534.0
2,101000,1535.0
2,101100,1536.0
2,101200,1538.0
2,101300,1539.0
2,101400,1540.0
2,101500,1542.0
2,101600,1543.0
2,101700,1544.0
2,101800,1545.0
2,101900,1547.0
2,102000,1548.0
2,102100,1549.0
2,102200,1551.0
2,102300,1552.0
2,102400,1554.0
2,102500,1555.0
2,102600,1556.0
2,102700,1558.0
2,102800,1559.0
2,102900,1560.0
2,103000,1562.0
2,103100,1563.0
2,103200,1565.0
2,103300,1566.0
2,103400,1567.0
2,103500,1569.0
2,103600,1570.0
2,103700,1571.0
2,103800,1573.0
2,103900,1574.0
2,104000,1575.0
2,104100,1576.0
2,104200,1578.0
2,104300,1579.0
2,104400,1580.0
2,104500,1582.0
2,104600,1583.0
2,104700,1584.0
2,104800,1585.0
2,104900,1587.0
2,105000,1588.0
2,105100,1589.0
2,105200,1591.0
2,105300,1592.0
2,105400,1594.0
2,105500,1595.0
2,105600,1596.0
2,105700,1598.0
2,105800,1599.0
2,105900,1600.0
2,106000,1602.0
2,106100,1603.0
2,106200,1605.0
2,106300,1606.0
2,106400,1607.0
2,106500,1609.0
2,106600,1610.0
2,106700,1611.0
2,106800,1613.0
2,106900,1614.0
2,107000,1615.0
2,107100,1616.0
2,107200,1617.0
2,107300,1619.0
2,107400,1620.0
2,107500,1621.0
2,107600,1622.0
2,107700,1624.0
2,107800,1625.0
2,107900,1626.0
2,108000,1627.0
2,108100,1628.0
2,108200,1630.0
2,108300,1631.0
2,108400,1632.0
2,108500,1633.0
2,108600,1635.0
2,108700,1636.0
2,108800,1637.0
2,108900,1638.0
2,109000,1640.0
2,109100,1641.0
2,109200,1643.0
2,109300,1644.0
2,109400,1645.0
2,109500,1646.0
2,109600,1648.0
2,109700,1649.0
2,109800,1650.0
2,109900,1651.0
2,110000,1653.0
2,110100,1654.0
2,110200,1656.0
2,110300,1657.0
2,110400,1658.0
2,110500,1659.0
2,110600,1661.0
2,110700,1662.0
2,110800,1663.0
2,110900,1665.0
2,111000,1666.0
2,111100,1667.0
2,111200,1669.0
2,111300,1670.0
2,111400,1671.0
2,111500,1673.0
2,111600,1674.0
2,111700,1675.0
2,111800,1676.0
2,111900,1678.0
2,112000,1679.0
2,112100,1680.0
2,112200,1682.0
2,112300,1683.0
2,112400,1684.0
2,112500,1686.0
2,112600,1687.0
2,112700,1688.0
2,112800,1690.0
2,112900,1691.0
2,113000,1692.0
2,113100,1693.0
2,113200,1694.0
2,113300,1696.0
2,113400,1697.0
2,113500,1698.0
2,113600,1699.0
2,113700,1701.0
2,113800,1702.0
2,113900,1703.0
2,114000,1704.0
2,114100,1705.0
2,114200,1707.0
2,114300,1708.0
2,114400,1709.0
2,114500,1710.0
2,114600,1712.0
2,114700,1713.0
2,114800,1714.0
2,114900,1715.0
2,115000,1717.0
2,115100,1718.0
2,115200,1720.0
2,115300,1721.0
2,115400,1722.0
2,115500,1723.0
2,115600,1725.0
2,115700,1726.0
2,115800,1727.0
2,115900,1729.0
2,116000,1730.0
2,116100,1731.0
2,116200,1733.0
2,116300,1734.0
2,116400,1735.0
2,116500,1737.0
2,116600,1738.0
2,116700,1739.0
2,116800,1740.0
2,116900,1742.0
2,117000,1743.0
2,117100,1744.0
2,117200,1746.0
2,117300,1747.0
2,117400,1748.0
2,117500,1750.0
2,117600,1751.0
2,117700,1752.0
2,117800,1754.0
2,117900,1755.0
2,118000,1756.0
2,118100,1757.0
2,118200,1758.0
2,118300,1760.0
2,118400,1761.0
2,118500,1762.0
2,118600,1763.0
2,118700,1765.0
2,118800,1766.0
2,118900,1767.0
2,119000,1768.0
2,119100,1769.0
2,119200,1771.0
2,119300,1772.0
2,119400,1773.0
2,119500,1774.0
2,119600,1776.0
2,119700,1777.0
2,119800,1778.0
2,119900,1779.0
2,120000,1781.0
2,120100,1782.0
2,120200,1784.0
2,120300,1785.0
2,120400,1786.0
2,120500,1787.0
2,120600,1789.0
2,120700,1790.0
2,120800,1791.0
2,120900,1793.0
2,121000,1794.0
2,121100,1795.0
2,121200,1797.0
2,121300,1798.0
2,121400,1799.0
2,121500,1800.0
2,121600,1802.0
2,121700,1803.0
2,121800,1804.0
2,121900,1806.0
2,122000,1807.0
2,122100,1808.0
2,122200,1810.0
2,122300,1811.0
2,122400,1812.0
2,122500,1814.0
2,122600,1815.0
2,122700,1816.0
2,122800,1818.0
2,122900,1819.0
2,123000,1820.0
2,123100,1821.0
2,123200,1822.0
2,123300,1824.0
2,123400,1825.0
2,123500,1826.0
2,123600,1827.0
2,123700,1829.0
2,123800,1830.0
2,123900,1831.0
2,124000,1832.0
2,124100,1833.0
2,124200,1835.0
2,124300,1836.0
2,124400,1837.0
2,124500,1838.0
2,124600,1840.0
2,124700,1841.0
2,124800,1842.0
2,124900,1843.0
2,125000,1845.0
2,125100,1846.0
2,125200,1848.0
2,125300,1849.0
2,125400,1850.0
2,125500,1851.0
2,125600,1853.0
2,125700,1854.0
2,125800,1855.0
2,125900,1856.0
2,126000,1858.0
2,126100,1859.0
2,126200,1861.0
2,126300,1862.0
2,126400,1863.0
2,126500,1864.0
2,126600,1866.0
2,126700,1867.0
2,126800,1868.0
2,126900,1870.0
2,127000,1871.0
2,127100,1872.0
2,127200,1874.0
2,127300,1875.0
2,127400,1876.0
2,127500,1878.0
2,127600,1879.0
2,127700,1880.0
2,127800,1881.0
2,127900,1883.0
2,128000,1884.0
2,128100,1885.0
2,128200,1887.0
2,128300,1888.0
2,128400,1889.0
2,128500,1891.0
2,128600,1892.0
2,128700,1893.0
2,128800,1895.0
2,128900,1896.0
2,129000,1897.0
2,129100,1898.0
2,129200,1899.0
2,129300,1901.0
2,129400,1902.0
2,129500,1903.0
2,129600,1904.0
2,129700,1906.0
2,129800,1907.0
2,129900,1908.0
2,130000,1909.0
2,130100,1910.0
2,130200,1912.0
2,130300,1913.0
2,130400,1914.0
2,130500,1915.0
2,130600,1917.0
2,130700,1918.0
2,130800,1919.0
2,130900,1920.0
2,131000,1922.0
2,131100,1923.0
2,131200,1925.0
2,131300,1926.0
2,131400,1927.0
2,131500,1928.0
2,131600,1930.0
2,131700,1931.0
2,131800,1932.0
2,131900,1934.0
2,132000,1935.0
2,132100,1936.0
2,132200,1938.0
2,132300,1939.0
2,132400,1940.0
2,132500,1942.0
2,132600,1943.0
2,132700,1944.0
2,132800,1945.0
2,132900,1947.0
2,133000,1948.0
2,133100,1949.0
2,133200,1951.0
2,133300,1952.0
2,133400,1953.0
2,133500,1955.0
2,133600,1956.0
2,133700,1957.0
2,133800,1959.0
2,133900,1960.0
2,134000,1961.0
2,134100,1962.0
2,134200,1963.0
2,134300,1965.0
2,134400,1966.0
2,134500,1967.0
2,134600,1968.0
2,134700,1970.0
2,134800,1971.0
2,134900,1972.0
2,135000,1973.0
2,135100,1974.0
2,135200,1976.0
2,135300,1977.0
2,135400,1978.0
2,135500,1979.0
2,135600,1981.0
2,135700,1982.0
2,135800,1983.0
2,135900,1984.0
2,136000,1986.0
2,136100,1987.0
2,136200,1989.0
2,136300,1990.0
2,136400,1991.0
2,136500,1992.0
2,136600,1994.0
2,136700,1995.0
2,136800,1996.0
2,136900,1998.0
2,137000,1999.0
2,137100,2000.0
2,137200,2002.0
2,137300,2003.0
2,137400,2004.0
2,137500,2006.0
2,137600,2007.0
2,137700,2008.0
2,137800,2009.0
2,137900,2011.0
2,138000,2012.0
2,138100,2013.0
2,138200,2015.0
2,138300,2016.0
2,138400,2017.0
2,138500,2019.0
2,138600,2020.0
2,138700,2021.0
2,138800,2023.0
2,138900,2024.0
2,139000,2025.0
2,139100,2026.0
2,139200,2027.0
2,139300,2029.0
2,139400,2030.0
2,139500,2031.0
2,139600,2032.0
2,139700,2034.0
2,139800,2035.0
2,139900,2036.0
2,140000,2037.0
2,140100,2038.0
2,140200,2040.0
2,140300,2041.0
2,140400,2042.0
2,140500,2043.0
2,140600,2045.0
2,140700,2046.0
2,140800,2047.0
2,140900,2048.0
2,141000,2050.0
2,141100,2051.0
2,141200,2052.0
2,141300,2054.0
2,141400,2055.0
2,141500,2056.0
2,141600,2057.0
2,141700,2058.0
2,141800,2060.0
2,141900,2061.0
2,142000,2062.0
2,142100,2063.0
2,142200,2064.0
2,142300,2066.0
2,142400,2067.0
2,142500,2068.0
2,142600,2069.0
2,142700,2070.0
2,142800,2072.0
2,142900,2073.0
2,143000,2074.0
2,143100,2075.0
2,143200,2076.0
2,143300,2078.0
2,143400,2079.0
2,143500,2080.0
2,143600,2081.0
2,143700,2082.0
2,143800,2083.0
2,143900,2085.0
2,144000,2086.0
2,144100,2087.0
2,144200,2089.0
2,144300,2090.0
2,144400,2091.0
2,144500,2092.0
2,149500,2153.0
2,149600,2154.0
2,149700,2155.0
2,149800,2156.0
2,149900,2158.0
2,150000,2159.0
3,12000,0.0
3,12100,12.0
3,12200,24.0
3,12300,36.0
3,12400,48.0
3,12500,60.0
3,12600,71.0
3,12700,83.0
3,12800,95.0
3,12900,107.0
3,13000,119.0
3,13100,123.0
3,13200,127.0
3,13300,131.0
3,13400,135.0
3,13500,140.0
3,13600,144.0
3,13700,148.0
3,13800,152.0
3,13900,156.0
3,14000,160.0
3,14100,164.0
3,14200,168.0
3,14300,171.0
3,14400,175.0
3,14500,179.0
3,14600,183.0
3,14700,187.0
3,14800,191.0
3,14900,194.0
3,15000,198.0
3,15100,202.0
3,15200,205.0
3,15300,209.0
3,15400,213.0
3,15500,216.0
3,15600,220.0
3,15700,224.0
3,15800,227.0
3,15900,231.0
3,16000,234.0
3,16100,238.0
3,16200,241.0
3,16300,245.0
3,16400,248.0
3,16500,252.0
3,16600,256.0
3,16700,259.0
3,16800,263.0
3,16900,266.0
3,17000,270.0
3,17100,274.0
3,17200,277.0
3,17300,281.0
3,17400,284.0
3,17500,288.0
3,17600,291.0
3,17700,295.0
3,17800,298.0
3,17900,302.0
3,18000,305.0
3,18100,309.0
3,18200,312.0
3,18300,316.0
3,18400,319.0
3,18500,323.0
3,18600,327.0
3,18700,330.0
3,18800,334.0
3,18900,337.0
3,19000,341.0
3,19100,345.0
3,19200,348.0
3,19300,352.0
3,19400,355.0
3,19500,359.0
3,19600,362.0
3,19700,366.0
3,19800,369.0
3,19900,373.0
3,20000,376.0
3,20100,380.0
3,20200,384.0
3,20300,388.0
3,20400,391.0
3,20500,395.0
3,20600,399.0
3,20700,403.0
3,20800,407.0
3,20900,411.0
3,21000,414.0
3,21100,418.0
3,21200,422.0
3,21300,426.0
3,21400,430.0
3,21500,435.0
3,21600,439.0
3,21700,443.0
3,21800,447.0
3,21900,451.0
3,22000,455.0
3,22100,459.0
3,22200,463.0
3,22300,467.0
3,22400,471.0
3,22500,475.0
3,22600,479.0
3,22700,484.0
3,22800,488.0
3,22900,492.0
3,23000,496.0
3,23100,498.0
3,23200,500.0
3,23300,501.0
3,23400,503.0
3,23500,505.0
3,23600,507.0
3,23700,508.0
3,23800,510.0
3,23900,512.0
3,24000,514.0
3,24100,516.0
3,24200,518.0
3,24300,520.0
3,24400,521.0
3,24500,523.0
3,24600,525.0
3,24700,527.0
3,24800,529.0
3,24900,531.0
3,25000,533.0
3,25100,535.0
3,25200,537.0
3,25300,539.0
3,25400,541.0
3,25500,544.0
3,25600,546.0
3,25700,548.0
3,25800,550.0
3,25900,552.0
3,26000,554.0
3,26100,556.0
3,26200,559.0
3,26300,561.0
3,26400,564.0
3,26500,566.0
3,26600,569.0
3,26700,571.0
3,26800,574.0
3,26900,576.0
3,27000,579.0
3,27100,581.0
3,27200,584.0
3,27300,586.0
3,27400,589.0
3,27500,591.0
3,27600,594.0
3,27700,596.0
3,27800,598.0
3,27900,601.0
3,28000,603.0
3,28100,605.0
3,28200,608.0
3,28300,610.0
3,28400,613.0
3,28500,615.0
3,28600,617.0
3,28700,620.0
3,28800,622.0
3,28900,625.0
3,29000,627.0
3,29100,629.0
3,29200,631.0
3,29300,633.0
3,29400,635.0
3,29500,637.0
3,29600,639.0
3,29700,641.0
3,29800,644.0
3,29900,646.0
3,30000,648.0
3,30100,650.0
3,30200,652.0
3,30300,654.0
3,30400,656.0
3,30500,658.0
3,30600,660.0
3,30700,662.0
3,30800,664.0
3,30900,666.0
3,31000,668.0
3,31100,670.0
3,31200,672.0
3,31300,674.0
3,31400,676.0
3,31500,678.0
3,31600,680.0
3,31700,682.0
3,31800,684.0
3,31900,686.0
3,32000,688.0
3,32100,690.0
3,32200,692.0
3,32300,694.0
3,32400,696.0
3,32500,698.0
3,32600,700.0
3,32700,702.0
3,32800,704.0
3,32900,706.0
3,33000,708.0
3,33100,710.0
3,33200,712.0
3,33300,714.0
3,33400,716.0
3,33500,718.0
3,33600,720.0
3,33700,722.0
3,33800,724.0
3,33900,726.0
3,34000,728.0
3,34100,730.0
3,34200,732.0
3,34300,734.0
3,34400,736.0
3,34500,738.0
3,34600,740.0
3,34700,742.0
3,34800,744.0
3,34900,746.0
3,35000,748.0
3,35100,750.0
3,35200,752.0
3,35300,754.0
3,35400,756.0
3,35500,758.0
3,35600,760.0
3,35700,762.0
3,35800,764.0
3,35900,766.0
3,36000,768.0
3,36100,770.0
3,36200,772.0
3,36300,774.0
3,36400,776.0
3,36500,777.0
3,36600,779.0
3,36700,781.0
3,36800,783.0
3,36900,785.0
3,37000,787.0
3,37100,789.0
3,37200,791.0
3,37300,793.0
3,37400,795.0
3,37500,797.0
3,37600,799.0
3,37700,800.0
3,37800,802.0
3,37900,804.0
3,38000,806.0
3,38100,808.0
3,38200,810.0
3,38300,812.0
3,38400,813.0
3,38500,815.0
3,38600,817.0
3,38700,819.0
3,38800,821.0
3,38900,823.0
3,39000,824.0
3,39100,826.0
3,39200,828.0
3,39300,830.0
3,39400,832.0
3,39500,833.0
3,39600,835.0
3,39700,837.0
3,39800,839.0
3,39900,841.0
3,40000,843.0
3,40100,845.0
3,40200,847.0
3,40300,849.0
3,40400,850.0
3,40500,852.0
3,40600,854.0
3,40700,856.0
3,40800,858.0
3,40900,860.0
3,41000,861.0
3,41100,863.0
3,41200,865.0
3,41300,867.0
3,41400,869.0
3,41500,870.0
3,41600,872.0
3,41700,874.0
3,41800,876.0
3,41900,878.0
3,42000,880.0
3,42100,882.0
3,42200,884.0
3,42300,885.0
3,42400,887.0
3,42500,889.0
